bin_center,count
566.7,147
1700.0,246
2833.3,151
3966.7,60
5100.0,38
6233.3,21
7366.7,10
8500.0,5
9633.3,0
10766.7,1
11900.0,0
13033.3,0
14166.7,0
15300.0,17
16433.3,5
